HG00096	0.06274243985650119	0.04238094491499214	10473108253681171589
HG00097	0.021268038753707467	0.06613970661965352	10473108253681171589
HG00099	-0.029209117664342494	0.014150976669562308	10473108253681171589
HG00100	0.07077422404441357	0.040689484921405894	10473108253681171589
HG00101	-0.030618525851923123	0.016868439954659562	10473108253681171589
HG00102	0.0045203455975339505	-0.0033970533696537956	10473108253681171589
HG00103	0.008486685908459985	-0.0054552929179981285	10473108253681171589
HG00104	0.021217768464300058	0.06706314038710852	10473108253681171589
HG00106	0.0014529360634613626	-0.0044161533450350465	10473108253681171589
HG00108	-0.019902211028418083	0.005812349483090833	10473108253681171589
HG00109	-0.02303434826205427	0.010162278828275084	10473108253681171589
HG00110	-0.019750626993493434	0.005530986295947921	10473108253681171589
HG00111	-0.029524034891004032	0.0018083765633797803	10473108253681171589
HG00112	0.010991783627999225	-0.005139125064371432	10473108253681171589
HG00113	-0.021784951634461147	0.006125120300273357	10473108253681171589
HG00114	0.003503909256317864	-0.012291868891389094	10473108253681171589
HG00116	0.05411932706305017	0.05431569544157163	10473108253681171589
HG00117	-0.019471941849443505	0.004572397441184992	10473108253681171589
HG00118	-0.02969119655792831	0.0022880883381286017	10473108253681171589
HG00119	0.07355907970458815	0.029860911224520503	10473108253681171589
HG00120	-0.02469786281106384	-0.0023858257800278165	10473108253681171589
HG00121	0.0284108459356922	0.06120119501327353	10473108253681171589
HG00122	-0.026313200157084545	0.011751730281264047	10473108253681171589
HG00123	0.04732338633331795	0.06146345300199753	10473108253681171589
HG00124	0.06839509716563955	0.02715303488808974	10473108253681171589
HG00125	0.05023801103060945	0.05204381559957158	10473108253681171589
HG00126	-0.030618525851923123	0.016868439954659562	10473108253681171589
HG00127	-0.019344717370955115	0.005444990332403831	10473108253681171589
HG00128	0.016258831186798488	0.058916690411531594	10473108253681171589
HG00129	-0.028776858958129856	0.0018446034818053905	10473108253681171589
HG00130	0.016250958546876828	0.058763816169496975	10473108253681171589
HG00131	-0.024981972469831214	0.004268766302879066	10473108253681171589
HG00133	-0.029669460903987567	0.00208675701819012	10473108253681171589
HG00134	0.022052299754045785	0.06283771889177123	10473108253681171589
HG00135	-0.019609495222505317	0.0050036521380299355	10473108253681171589
HG00136	-0.021598864720118852	0.0028707751307388983	10473108253681171589
HG00137	0.006600207530726869	-0.008102879068698846	10473108253681171589
HG00138	-0.022792442585001828	-2.122805815357392E-4	10473108253681171589
